DR_ID	DR_N_2011	URBAN_AREA_FOOTPRINT	MACRO_AREA_FOOTPRINT	SHARE_UA_WITHIN_MA	MACRO_AREA_COMPACITY	AIR_FLOWS	BANKING	BICYCLE	BIG_HHLDS	CAR	CHILDREN	COAST_DIST	DENSITY	URB_DENS	EV_BANKING	EV_BICYCLE	EV_BIG_HHLDS	EV_CAR	EV_CHILDREN	EV_HOME_OWN	EV_HOME_OWN_SC	EV_LITERACY	EV_MALES_RATIO	EV_MOT_2W	EV_NO_ASSETS	EV_PHONE	EV_POPULATION	EV_RES_WELLF	EV_RES_WELLF_SC	EV_SEC_TER_FEM_WORKERS	EV_SEC_TER_WORKERS	EV_SMALL_HHLDS	HOME_OWN	HOME_OWN_SC	HW_DISTANCE	LITERACY	MALES_RATIO	METRO_DISTANCE	MOT_2W	NB_MAJOR_URB_AREAS	NB_URBAN_AREAS	NO_ASSETS	OUTLETS	PHONE	POPULATION	RAILWAY	RES_WELLF	RES_WELLF_SC	SEC_TER_FEM_WORKERS	SEC_TER_WORKERS	SEZ	SIZE_MAIN_MACRO_AREA	SMALL_HHLDS	UNIVERSITIES	POP_SC	EV_POP_SC
217	Hamirpur	0,55	0	0	NA	0	73,05	47,36	45,78	1,81	13,98	801	265,6446838	15492,94531	48,14	3,38	-5,76	0,62	-4,11	-0,13	-0,37	12,16	-0,2697	6,69	-22,4	62,58	5,8	0,03	-1,34	1,94	6,52	0,44	96,63	97,23	45	59,16	53,75	412	11,7	0	24	19,79	0	65,75	1104285	1	56,76	47,25	5,62	29,73	0	0	11,98	0	21,84	-0,95
218	Hamirpur hp	0,21	0	0	NA	0	92,17	6,75	21,84	6,34	10,68	1098	403,5208435	13034,43945	16,13	1,34	-9,53	4,41	-1,61	0,99	0,76	6,41	0,0962	9,61	-16,4	66,17	10,19	9,95	10,14	2,65	5,48	2,42	94,74	95,45	83	78,74	47,73	347	16,14	0	2	6,63	2	85,93	454768	0	74,41	65,38	6,15	34	0	0	16,91	1	24,02	0,15
219	Hanumangarh	0,88	0	0	NA	0	69,29	28,41	38,26	5,03	13,2	771	175,8339386	6909,75293	43,13	-4,43	-11,5	2,11	-3,67	0,67	0,81	5,86	-0,3285	8,4	-18,5	68,83	16,91	-2,81	-2,48	5,29	11,6	2,12	93,16	92,63	204	58,27	52,47	274	17,32	0	32	17,3	1	75,86	1774692	18	57,71	38,64	9,05	35,67	0	0	7,84	0	27,85	1,72
220	Haora	31,62	99,85	100	31,66	0	52,01	55,98	23,62	2,17	10,78	29	3239,832275	7363,791504	7,83	6,73	-10,5	0,46	-1,23	6,77	4,9	6,57	-0,9024	5,22	-10,2	55,04	13,5	5,3	5,41	0,51	0,98	0,68	83,72	91,28	5	74,33	51,56	31	11,93	2	42	16,66	4	64,09	4850029	22	37,79	28,16	12,01	85,59	0	62	12,29	1	14,82	-0,59
221	Harda	0,3	0	0	NA	0	45,09	26,15	36,68	3,2	14,76	429	173,5518646	14268,12207	11,15	-5,96	-10,7	1,79	-3,58	1,43	-0,97	7,48	-0,4278	17,11	-17,3	50,58	20,25	7,6	7,47	1,55	6,94	0,71	89,24	90,37	142	61,8	51,68	552	27,89	0	5	30,05	0	57,32	570465	8	39,02	32,26	4,36	26,71	0	0	12,13	0	16,28	0,22
222	Hardoi	0,91	1,53	29,07	17,25	0	67,99	69,83	50,43	1,75	15,94	917	682,9376221	22284,25391	32,96	1,17	-1,92	0,5	-3,5	0,09	0,2	12,49	-0,6808	6,77	-8,39	52,2	20,44	-3,42	-4,94	0,38	2,23	-0,49	98,35	99,07	46	54,28	53,54	320	11,58	0	68	15,26	0	54,72	4092845	18	26,17	22,51	4,88	23,91	0	1	11,02	0	31,14	-0,22
223	Hardwar	2,9	18,87	91,15	14,02	0	72,89	64,65	45,4	6,73	15,11	980	802,3862305	17222,39648	20	-5,73	-3,88	3,76	-3,05	-2,22	-3,05	10,17	-0,4444	15,79	-8,75	66,38	30,63	5,48	5,5	-0,35	7,8	-0,47	85,49	89,91	3	62,33	53,18	159	35,18	1	38	7,78	4	76,95	1890422	9	36,85	29,85	8,23	65,96	0	42	9	2	21,76	0,06
224	Hassan	0,51	0	0	NA	0	74,16	32,2	17,71	3,49	9,32	133	259,1801758	12232,27441	32,88	5,27	-10,4	1,62	-2,27	-0,92	-1,19	8,3	-0,1542	12,42	-20,9	60,57	3,18	-2,1	-2,57	0,29	2,95	4,59	84,59	89,79	1	68,97	49,74	162	22,74	0	16	13,37	1	71,62	1776421	6	39,57	28,21	8,84	33,27	774,25	0	14,64	0	19,42	1,32
225	Hathras	1,28	19,66	79,82	5,18	0	64,69	67,36	52,93	2,57	15,86	787	883,0180664	26005,57617	27,45	-2,11	-5,24	0,82	-3,23	0,09	-0,54	9,68	-0,3743	13,28	-9,37	66,62	17,12	3,74	1,56	-0,49	0,17	-0,05	96,29	97,11	38	60,24	53,44	145	23,54	0	31	10,3	0	72,03	1564708	12	33,16	23,71	6,65	42,38	0	4	8,71	0	24,77	-0,44
226	Haveri	0,87	0,25	7,48	25,97	0	64,65	36,24	29,05	1,75	12,23	110	329,4840088	14478,78027	24,07	7,83	-11,5	0,68	-1,93	-1,48	-2,74	9,74	-0,1828	7,78	-17,6	53,46	11,02	-0,84	0,44	0,52	3,78	2,05	86,07	89,64	5	67,94	51,27	306	14,62	0	35	21,53	0	59,86	1597668	4	31,05	26,56	5,87	29,55	0	2	10,95	0	13,77	1,58
227	Hazaribagh	1,01	0,92	5,08	5,61	0	67,2	56,1	46,83	3,25	16,25	324	503,9206848	13196,43945	27,31	1,23	-6,57	1,92	-2,29	0,62	0,29	9,74	-0,1601	7,7	-16,95	60,11	25,79	0,89	-0,95	-0,48	3,35	0,42	93,88	95,99	28	58,42	51,36	342	17,14	0	20	16,29	4	66,87	1734495	2	46,49	34,82	4,78	36,63	0	2	8,36	0	17,5	0,96
228	Hingoli	0,3	0	0	NA	0	66,2	21,25	36,37	1,69	14,08	427	250,1264038	21884,63672	23,18	4,71	-6,88	0,82	-2,85	0,17	-0,81	12,13	0,3021	8,87	-34,1	56,58	19,27	9,53	7,91	0,81	0,65	0,71	92,35	92,13	139	67,16	51,5	282	13,13	0	17	30,36	0	59,38	1177345	11	34,62	27,43	3,62	17,76	0	0	10,64	0	15,51	5,31
229	Hisar	2,62	35,97	91,97	6,69	0	67,64	45,45	34,87	7,58	12,34	819	414,0386963	11072,02734	29,98	-0,27	-8,86	4,47	-3,13	-0,12	-1,62	9,1	-0,6137	12,74	-17,8	70,26	13,45	2,71	3,21	-3,79	-1,27	0,55	90,95	90,75	83	63,9	53,42	155	27,91	1	69	10,16	12	79,77	1743931	12	57,7	36,8	6,04	40,05	0	42	7,06	2	23,44	1,45
230	Hoshangabad	0,56	0	0	NA	0	49,89	42,23	32,27	2,9	13,26	519	188,1403503	12246,02441	16,09	-2,18	-10,6	1,26	-2,96	3,42	1,76	6,66	-0,4742	11,43	-13,4	48,26	14,49	6,54	6,73	0,75	1,01	1,05	86,05	86,25	115	65,3	52,26	575	26,71	0	16	25,55	0	54,84	1241350	19	38,54	31,97	6,67	37,58	0	0	13,11	0	16,51	0,76
231	Hoshiarpur	1,59	0	0	NA	0	83,01	68,95	28,12	10,23	10,61	1061	462,3033142	7019,417969	12,25	-9,43	-11,4	5,76	-1,83	0,76	0,64	4,68	-0,6801	16,21	-3,94	66,76	7,11	8,09	9,06	-3,04	7,84	1,21	91,93	93,36	20	75,61	50,99	362	50,61	0	15	3,51	7	84,45	1586625	7	61,31	49,32	10,9	67,16	0	0	11,63	0	35,14	0,87
232	Hugli	14,71	48,48	99,81	30,27	0	58,33	71,16	19,72	1,89	9,66	69	1727,431885	5967,125488	15,32	5,25	-9,21	0,33	-2,3	2,4	1,34	7,77	-0,3633	5,15	-7,89	53,02	9,46	5,01	4,26	-2,79	0,1	2,62	88,32	92,06	28	73,9	51	48	13,21	1	61	13,4	1	61,47	5519145	20	45,68	33,66	8,8	60,84	24,2000008	62	14,31	1	24,35	0,77
233	Hyderabad	94,13	100	100	94,13	8444431	58,94	26,04	25,45	14,08	11,9	269	22153,5	23870,46484	19,66	-13,2	-12,1	4,6	-0,8	-3,94	-4,65	4,54	-0,5414	9,2	-10,4	56,28	2,97	3,91	7,07	4,61	-1,97	2,75	49,59	55,79	1	73,34	51,19	2	49,9	1	1	3,06	69	90,66	3943323	12	50,89	41,17	20,27	96,37	690,1199951	3	12,58	24	6,29	-1,74
234	Idukki	7,5	32,9	97,81	22,31	0	76,61	7	14,98	7,93	9,53	70	220,6474304	2887,710449	25,07	1,49	-3,66	5,17	-2,36	0,49	4,85	5,08	-0,3348	8,68	-21,4	76,88	-1,79	10,06	9,36	-2,3	0,45	4,01	80,34	54,07	78	83,23	49,85	64	12,95	2	40	4,89	1	89,2	1108974	0	76,74	59,07	15,78	52,24	0	44	15,64	0	13,12	-0,99
235	Imphal East	13,56	36,37	99,96	37,27	727579	40,91	57,27	34,12	8,43	13,14	327	732,1235962	2430,375	29,87	4,36	-15,2	4,18	-0,95	1,32	-1,87	6,36	-0,6665	11,67	-17,2	61,6	15,22	13,63	6,42	-1,12	5,46	1,38	94,38	93,66	81	71,18	49,57	606	31,01	1	4	8,92	4	69,02	456113	1	64,63	37,79	25,81	70,95	10,8500004	9	8,19	2	3,47	0,84
236	Imphal West	13,66	48,65	99,97	28,06	0	41,02	55,92	27,28	11,12	11,95	334	1017,666016	4935,397461	25,25	-2,29	-20,3	4,29	-0,75	-0,09	-10,3	5,76	-0,6688	10,78	-13,4	61,42	16,55	13,56	12,36	-1,39	5,62	3,17	91,32	84,89	89	75,8	49,24	615	37,44	1	5	5	0	74,9	517992	0	70,09	64,77	28,16	76,58	0	9	9,88	0	3,19	0,2
237	Indore	3,98	11,55	95,74	33,01	1112834	61,84	51,82	33,03	10,54	12,86	294	831,8601074	16575,75195	17,13	-6,35	-6,75	3,58	-2,13	0,2	-1,32	6,58	-0,4187	10,99	-6,34	55,55	32,88	4,74	5,18	2,84	4,78	-0,03	74,32	80,06	7	70,47	51,87	504	46,64	1	17	8,09	19	77,97	3276697	14	49,68	35,71	13,91	73,47	301,4530029	1	10,44	4	16,64	0,89
238	Jabalpur	2,17	4,22	90,54	46,58	0	57,64	52,71	25,74	5,14	12,04	667	482,6193237	13320,41113	25,25	-1,15	-7,6	2,07	-2,22	3,85	2,64	6,41	-0,5509	6,58	-10,3	42,34	14,51	5,72	5,79	0,84	1,56	0,63	84,44	86,02	74	71,31	51,85	664	30,03	1	15	21,37	16	53,34	2463289	14	47,02	38,83	13,59	61,17	238,8500061	1	14,21	5	14,13	1,39
239	Jagatsinghapur	1,46	2,99	45,48	22,23	0	57,97	64,21	24,36	1,64	9,7	20	658,7317505	5666,375977	30,41	10,67	-10,7	0,54	-2,08	1,27	1,38	8,43	-0,1268	9	-17,8	53,26	7,47	9,38	8,72	-1,66	-0,28	0,66	91,12	95,48	48	78,19	50,82	332	16,72	0	4	17,27	0	56,5	1136971	1	46,22	40,54	6,51	45,09	0	2	12,69	0	21,83	0,78
240	Jaintia Hills	0,07	0	0	NA	0	36,69	2,82	54,19	7,39	23,01	304	100,7455368	17931,73438	19,5	0,56	1,16	4,38	0,47	2	14,92	7,28	-0,4359	0,5	-30,2	44,4	32,1	2,68	0,37	7,84	19,55	-2,91	88,32	47,65	55	47,46	49,68	515	1,51	0	1	40,73	0	47,21	395124	0	62,11	59,81	17,55	43,83	0	0	8,9	0	0,33	0,18
241	Jaipur	3,64	11,45	88,22	28,05	1828304	67,94	34,3	42,43	12,47	14,03	590	584,6799316	10136,35645	33,71	-5,8	-9,19	6,5	-3,47	-1,92	-2,53	7,25	-0,3714	18,19	-20,1	67,96	26,19	4,99	5,66	0,38	5,42	-0,17	87,39	91,01	8	64,91	52,35	234	45,68	1	73	8,7	37	85,01	6626178	11	49,65	36,89	9,65	64,47	330,0700073	2	8,9	8	15,14	0,33
242	Jaisalmer	0,06	0	0	NA	0	69,09	9,96	50,13	4,6	19,47	413	17,0306835	4880,927734	39,29	-4,46	-1,59	2,55	-2,57	8,24	6,04	6,34	-0,9216	4,29	-28,6	66,43	31,81	-3,02	-3,24	-3,86	-5,9	-3	95,09	95,37	332	46,07	53,99	647	10,01	0	6	24,6	0	71,52	669919	6	39,86	34,76	4,89	38,96	0	0	10,13	0	14,8	0,22
243	Jajapur	1,02	0	0	NA	0	42,29	60,43	26,89	1,45	11,87	72	627,2543945	7947,450195	25,61	9,62	-11,9	0,61	-1,58	-0,38	-0,02	8,79	-0,032	7,89	-16,2	40,26	12,49	4,7	3,01	-0,94	0,48	1,05	95,22	97,51	3	70,63	50,68	296	13,36	0	12	24,73	0	42,9	1827192	6	38,41	32,14	4,74	44,43	101,1500015	0	12,92	0	23,72	0,72
244	Jalandhar	7,01	15,34	88,13	40,26	0	75,42	63,07	28,33	15,94	10,32	1008	840,1340332	6744,895996	11,62	-12,4	-11,6	7,46	-1,41	-2,37	-1,83	5,08	-0,7901	11,61	-3,19	62,54	11,76	6,71	7,83	-0,57	5,3	2,76	83,42	88	11	73,97	52,21	332	52,46	1	24	2,59	19	87,01	2193590	8	56,1	43,05	12,7	80,33	0	3	11,52	1	38,95	1,26
245	Jalaun	0,7	0	0	NA	0	74,38	56,7	49,51	2,44	13,73	777	361,4917603	16913,27148	44,73	0,79	-7,32	0,91	-2,93	-0,42	-0,59	9,85	-0,4693	11,98	-16,7	64,72	16,19	-1,35	-3,24	1,5	3,7	0,93	96,11	96,6	14	63,62	53,62	350	20,25	0	23	14,4	0	69,61	1689974	7	51,65	43,96	5,2	29,18	0	0	9,21	0	27,7	0,66
246	Jalgaon	0,98	4,7	54,25	11,28	0	50,44	25,79	28,48	2,19	12,58	261	356,8345642	18666,72656	12,17	-1,06	-6,32	0,57	-1,7	-0,53	-1,05	3,7	0,2063	7,95	-12,8	43,79	14,86	8,46	8,06	0,89	-0,07	1,33	81,3	79,47	73	68,37	51,95	343	19,13	2	92	32,94	7	51,55	4229917	31	36,66	29,95	4,98	29,09	0	1	14,02	1	9,2	1,42
247	Jalna	0,42	0	0	NA	0	66,57	21,65	34,8	2,16	14,67	315	249,4329071	18659,67383	24,48	2,15	-6,39	0,84	-1,54	0,16	-0,34	7,06	0,3654	12,62	-32,3	62,16	21,46	8,02	5,07	0,89	0,37	0,58	89,86	90,2	167	61,03	51,63	338	19,49	1	24	25,12	0	65,81	1959046	8	30,73	24,52	4,89	22,67	0	0	12,21	0	13,9	2,68
248	Jalor	0,41	0	0	NA	0	66,8	11,41	51,43	3,75	17,3	256	167,2822876	12078,3125	41,54	-0,44	-7	1,5	-4,17	0,41	-0,27	8,86	0,2922	5,67	-37,5	67,94	26,21	0,62	0,55	-0,69	4,82	0,59	95,81	96,4	86	45,36	51,22	669	10,56	0	35	24,12	0	72,08	1828730	8	20,08	14,79	5,65	27,35	0	0	8,13	0	19,53	1,5
249	Jalpaiguri	2,88	27,78	88,73	9,2	0	41,99	58,34	23,89	1,91	11,92	463	621,6445923	13385,12988	15,73	4,44	-9,45	0,58	-3,41	4,83	2,7	11,3	-0,2822	3,77	-9,18	35,29	13,87	3,41	2,05	-2,76	1,06	0,98	80,49	91,28	10	64,52	51,2	462	7,79	2	123	26,14	4	38,63	3872846	36	33,26	27,84	14,2	62,68	0	5	11,72	0	37,65	0,94
250	Jammu	6,44	20,59	95,83	29,99	888595	83,54	22,61	27,3	14,59	10,94	1132	705,7001953	5125,590332	28,11	-0,79	-9,64	8,59	-2,29	0,62	0,29	7,1	-0,5552	16,57	-19,81	64,87	12,74	5,74	5,78	0,83	3,76	0,42	91,01	95,23	21	74,32	53,19	528	37,47	1	11	8,85	0	79,87	1529958	0	55,38	43,23	11,7	79,26	0	2	8,75	3	24,71	0,96
251	Jamnagar	0,82	0,88	42,95	39,89	99000	65,28	37,06	34,42	4,82	12,22	19	201,2033386	13955,64746	13,64	-10,7	-6,73	1,26	-2,18	0,17	-0,47	7,74	0,0477	17,17	-12,3	66,68	13,43	8,33	8,48	-0,6	1,85	1,24	83,61	86,01	66	64,65	51,58	464	43,64	1	37	10,37	5	78,23	2160119	31	40,25	29,3	5,91	51,44	2889,136963	1	12,52	1	8,05	-0,08
252	Jamtara	0,35	0,36	54,38	52,84	0	45,51	77,85	37,73	1,09	16,56	222	421,4395447	12560,52246	22,18	1,23	-8,4	0,68	-1,78	0,44	0,29	9,74	-0,2804	7,7	-10,79	28,18	21,13	4,82	4,1	0,62	2,23	0,78	97,2	96,62	28	53,89	51,18	218	11,26	0	2	13,86	0	37,04	791042	4	34,57	29,46	4,81	26,01	0	5	11,03	0	9,21	0,36
253	Jamui	1,34	18,52	97,98	7,09	0	37,92	36,79	46,96	1,57	18,43	331	574,1699219	14340,92676	20,17	8,84	-7,51	1,02	-1,32	0,06	0,22	14,72	-0,089	3,99	-29	50,86	25,85	2,28	2,27	-3,82	-4,26	0,89	97,4	97,88	90	48,77	52,04	326	5,97	0	40	33,34	0	51,83	1760405	3	30,44	25,56	15,4	32,93	0	62	9,99	0	17,19	-0,16
254	Janjgir-Champa	1,02	0	0	NA	0	29,85	59,8	29,44	1,05	13,84	353	422,6792908	9088,446289	10,84	0,04	-15,2	0,3	-3,22	0,73	-0,61	8,26	0,311	3,93	-4,61	27,24	22,94	3,57	4,22	0,86	2,33	5,15	94,86	96,24	88	62,95	50,36	584	11,28	0	22	29,26	0	29,12	1619707	5	38,81	35,28	4	19,24	0	0	19,38	0	24,57	2,08
255	Jashpur	0,2	0	0	NA	0	44,65	52,87	29,96	1,28	14,36	353	146,5615234	8627,862305	26,36	-5,5	-8,1	0,74	-2,19	0,46	-1,22	4,94	-0,1434	3,03	2,77	17,44	14,6	3,12	2,42	0,29	0,92	4,36	94,36	91,31	218	58,17	49,87	464	8,16	0	4	38,73	0	18,86	851669	0	44,7	43,21	3,54	12,91	0	0	17,9	0	5,74	0,84
256	Jaunpur	0,97	6,38	64,23	9,74	0	82,22	80,18	63,66	3,43	15,05	658	1115,463867	18865,43555	30,01	1,65	-6,6	0,95	-4,99	0,15	0,3	12,93	-0,2364	9,01	-8,22	73,88	14,89	0,06	-2,22	1,34	4,32	0,13	98,04	98,66	51	60,78	49,41	615	19,26	0	46	6,38	1	77,32	4494204	23	37,09	24,98	6,96	31,99	0	1	7,04	1	22,04	0,1
257	Jehanabad	1,4	30,99	98,08	4,43	0	49,77	38,34	53,45	1,39	17,66	443	1119,714478	24128,26758	22,18	3,86	-6,57	0,7	-2,29	0,44	0,29	9,74	-0,2804	3,52	-19,81	46,81	21,46	0,89	-0,95	0,62	2,23	0,42	96,93	98,07	69	55	52,04	448	7,53	0	19	29,8	0	55,12	1125313	2	50,81	39,39	5,01	27,3	0	62	8,25	0	19,81	0,96
258	Jhabua	0,17	0	0	NA	0	42,42	15,08	49,09	1,07	20,67	188	290,9588318	22744,71484	22,18	-9,02	-6,57	0,17	-1,78	1,14	-0,76	11,3	-0,2804	3,67	-21,29	25,46	30,7	0,89	-0,95	0,62	2,23	0,42	95,35	83,37	105	34,35	50,24	461	9,67	0	8	60,25	0	28,96	1025048	8	19,11	35,89	3,52	13,65	0	0	8,27	0	1,7	-0,14
259	Jhajjar	2,54	33,02	92,24	7,1	0	74,21	38,14	34,84	7,8	12,53	789	451,6517334	8570,5	22,21	-6,16	-10,1	5,13	-2,44	-0,29	-0,76	9	-0,4401	15,2	-12,9	71,27	8,9	5,83	4,5	-2,52	8,03	0,65	91,72	89,44	25	70,54	53,7	61	28,83	1	36	9,55	1	79,08	958405	4	53,85	37,43	7,84	50,87	0	42	7,57	0	17,78	0
260	Jhalawar	0,39	0	0	NA	0	62,57	28,76	35,07	1,91	14,75	400	224,6305389	12770,95215	39,19	-11	-13,4	0,82	-2,98	0,76	-0,49	5,27	-0,5309	11,54	-13,9	54,89	19,55	3,93	3,64	0,54	2,32	3,48	93,48	93,35	90	52,43	51,39	485	19,86	0	18	28,2	0	59,18	1411129	3	30,27	23,69	3,37	21,5	0	0	13,26	0	17,26	1,62
261	Jhansi	1,65	2,54	65,03	42,32	0	71,06	54,24	40,75	5,26	13,03	707	390,8865662	11774,4082	35,55	-4,4	-7,69	2,86	-3,05	1,61	0,55	10,33	-0,55	9,86	-14,5	66,09	14,54	1,04	0,56	0,81	2,14	0,66	91,16	93,02	15	65,27	52,91	383	26,39	1	26	11,01	5	75,41	1998603	16	55,37	47,72	7,42	41,47	0	2	10,68	1	28,14	0,08
262	Jharsuguda	1,02	5,47	98,79	18,39	0	56,27	76,01	22,07	2,95	11,18	262	273,6095276	10726,68262	22,85	0,87	-11	1,71	-1,94	1,42	0,35	8,66	-0,1925	10,28	-6,98	43,55	12,56	2,79	2,26	-0,67	7,18	2,11	80,05	85,33	177	70,04	51,2	462	24,45	0	4	12,33	0	48,83	579505	5	54,57	49,46	12,07	60,57	242,8099976	1	17,25	0	18,05	1,15
263	Jhunjhunun	1,74	7,27	37,56	8,99	0	67,07	19,47	44,03	4,13	13,5	693	358,6247559	7764,288574	30,83	-0,1	-12,2	1,96	-4,02	1,08	0,78	3,88	-0,1133	9,11	-31,2	73,63	11,67	4,49	5,11	-0,58	3,31	1,35	96,72	97,09	76	64,12	51,28	175	15,62	0	53	13,35	1	82,05	2137045	8	55,95	38,42	4,83	33,99	0	2	6,71	0	16,88	0,72
264	Jind	2,32	36,31	98,7	6,31	0	62,98	46,23	38,13	6,47	12,63	860	485,6760254	11006,07813	26,52	1,19	-8,03	4,39	-3,13	-1,61	-5,43	10,09	-0,5385	13,69	-20,6	69,26	12,13	3,9	2,98	-2,61	1,93	0,82	93,17	88,17	51	62,42	53,44	130	25,22	0	48	9,55	1	79,15	1334152	13	49,34	31,52	5,23	35,49	0	42	7,06	0	21,16	1,35
265	Jodhpur	0,93	1,01	56,78	52,68	214827	61,69	30,9	46,99	6,51	16,45	443	158,7584534	7643,285645	33,04	-8,26	-8,67	2,72	-2,86	1,22	0,47	9,37	-0,2681	10,14	-18,5	67,9	27,74	0,99	-0,97	0,52	3,28	0,5	91,75	93,63	189	55,1	52,18	485	31,49	1	47	14,71	13	78,39	3687165	21	40,15	27,37	5,39	43,99	131	1	8,43	4	16,49	0,68
266	Jorhat	4,52	12,38	99,95	36,5	99000	56,16	70,4	27,13	6,9	11,41	528	326,3388062	1705,090942	20,84	5,46	-10,1	2,77	-1,99	4,31	1,68	6,67	-0,7643	8,24	-10,3	47,85	9,31	10,41	12,32	1,5	5,7	0,24	84,14	88,71	156	72,78	50,98	757	18,94	1	5	14,23	6	54,94	1092256	4	73,57	72,56	15,96	60,08	0	1	10,85	1	8,12	0,25
267	Junagadh	1,02	1,4	28,09	20,39	0	66,15	36	36,38	3,31	11,37	39	303,1699829	14634,05762	24,81	-3,34	-7,41	0,94	-3,73	0,33	-1,51	9,63	0,0418	16,66	-16,9	66,62	12,04	8,93	9,17	-0,39	1,36	1,56	86,85	89,66	61	67,18	51,2	335	37,14	1	63	12,13	2	77,2	2743082	35	39,18	27,22	4,42	37,59	0	1	11,05	1	9,69	0,07
268	Jyotiba Phule Nagar	1,2	1,99	34,86	21,03	0	73,2	53,39	51,87	2,35	16,31	902	833,4334106	23985,31641	17,84	-5,78	-6,66	0,74	-3,85	-0,66	-0,26	13,93	-0,6931	11,79	-10,3	61,77	22,76	0,38	-0,75	-0,14	5,08	0,32	95,93	97,76	4	53,42	52,36	109	20,16	0	20	16,27	0	66,06	1840221	6	27,39	23,04	7,88	41,65	0	5	8	0	17,28	0,01
269	Kachchh	0,24	0,22	38,13	41,58	99000	57,18	18,86	30,81	6,47	15,22	62	48,9558029	11276,22461	21,23	-8,21	-5,91	2,37	-0,85	-5,17	-6,32	9,67	0,9292	11,52	-20	63,11	32,16	5,03	5,86	-5,24	4,82	1,95	73,81	77,78	59	59,85	52,42	589	31,6	1	39	16,22	13	76,3	2092371	15	42,58	30,29	6,85	62,66	8308,74707	1	17,64	0	12,37	0,63
270	Kaimur (Bhabua)	0,56	0	0	NA	0	44,03	45,32	57,73	2,65	18,4	525	482,8930969	13151,43945	20,05	8,78	-4,33	1,77	-2,53	0,32	0,02	13	-0,4876	6,47	-26,9	59,58	26,17	-4,33	-4,82	0,59	5,68	0,53	97,8	98,02	19	56,58	52,08	556	9,39	0	13	23,43	0	61,08	1626384	7	41,5	31,84	4,48	22,99	0	0	8,41	0	22,69	0,48
271	Kaithal	2,51	39,31	88,28	5,65	0	62,4	47,8	36,76	6,39	12,98	902	460,2844849	10797,27148	20,81	2,07	-8,24	4,05	-2,4	-0,39	-1,83	10,23	-0,807	16,66	-19,2	68,46	13,54	4,87	3,98	-2,43	4,37	0,75	94,81	93,39	49	60,18	53,15	157	29,59	0	47	10,18	3	76,59	1074304	5	44,24	28,32	6,1	41,52	0	42	7,55	0	23,04	1,49
272	Kalahandi	0,21	0	0	NA	0	27,66	56,04	17,63	0,88	14,11	188	199,6036682	10397,94434	9,04	11,9	-4,38	0,27	-2,2	0,96	0,07	12,42	-0,068	4,75	-16,4	21,64	18,08	4,37	2,92	-0,59	2,59	2,85	94,38	94,73	168	50,86	49,92	561	8,44	0	9	34,21	1	23,48	1576869	3	57,51	53,67	4,28	22,64	0	0	23,4	0	18,17	0,5
273	Kamrup	7,84	20,59	99,6	37,9	0	45,36	65,31	31,73	3,29	13,18	371	496,5778809	1125,850586	22,18	1,23	-9,64	1,92	-2,29	0,44	0,29	8,43	-0,3306	7,7	-10,79	46,81	15,69	5,74	5,78	-0,76	4,84	0,42	96,61	95,69	28	65,59	51,3	501	11,29	1	10	16,54	1	54	1517542	5	50,76	49,95	12,99	54,63	0	8	7,93	1	7,11	-0,14
274	Kamrup Metropolitan	17,11	33,4	98,76	50,59	2244684	80,04	31,15	19,52	18,52	10	372	1137,874756	5602,184082	28,11	-0,28	-8,08	8	-2,29	0,32	-1,02	7,1	-0,5552	12,15	-19,81	64,86	18,34	6,9	6,71	0,83	3,76	2,21	60,5	64,78	2	79,84	51,64	529	28	1	3	5,02	21	87,06	1253938	2	69,1	60,59	17,44	91,39	0	8	14,79	0	8,12	0,36
275	Kancheepuram	7,47	18,32	93,42	38,1	13125298	58,84	42,85	12,72	6,89	10,79	29	868,4300537	8323,376953	32,79	-5,4	-9,16	4,41	-0,93	-5,28	-5,55	7,52	-0,2973	22,57	-21,1	70,38	38,95	10,72	11,56	4,8	16,16	2,36	70,46	83,61	2	75,37	50,35	55	42,11	2	31	2,86	0	83,79	3998252	34	53,55	42,18	18,1	78,38	1778,959961	3	16,71	0	23,71	-1,38
276	Kandhamal	0,17	0	0	NA	0	53,38	38,94	26,84	0,74	14,96	127	90,9791489	5749,316895	26,42	12,62	-2,06	0,27	-3,13	0,6	-0,29	11,38	-0,7009	3,66	-19,8	19,82	13,1	4,75	5,18	-4,2	1,3	0,93	91,16	91,54	121	54,53	49,1	522	6,95	0	5	45,93	0	21,55	733110	0	43,52	42,55	8,06	31,85	0	0	19,53	0	15,76	-1,13
277	Kangra	0,43	0,05	3,03	28,03	99000	93,9	11,43	23,33	6,76	10,9	1130	263,0792542	3534,957031	24,83	0,58	-9,42	4,39	-1,39	1,25	0,44	6,09	0,3225	11,33	-18,3	68,51	12,77	10,63	10,05	1,14	7,21	0,53	93,59	94,86	64	76,33	49,71	399	20,57	1	6	7,56	4	81,5	1510075	2	64,99	54,78	7,42	43,56	0	3	13,35	0	21,15	0,27
278	Kanker	0,16	0	0	NA	0	49,65	70,44	30,42	1,22	13,37	345	103,6596527	6820,166504	24,79	1,76	-8,31	0,54	-3,05	1,28	2,38	-0,07	-0,0236	6,13	-4,91	21,25	15,06	1,77	4,93	-1,11	1,64	2	93,79	88,73	107	60,89	49,85	412	12,33	0	4	21,04	0	22,8	748941	0	54,83	60,4	4,29	17	0	0	14,95	0	4,21	-0,04
